retrieval_gt,qid,query,generation_gt
[['b6aec3d6-4c5d-4b8c-8ff6-c05d2a4b44af']],f9c2273f-4b99-44d1-96b2-141fd690a27c,간편 일한도형의 특약인 '첫날부터입원특약'은 무엇을 보장하는가?,['피보험자가 질병 또는 재해로 입원한 경우 10일 한도 내에서 입원 급여금을 지급하는 특약입니다.']
[['8d549a91-3d94-4823-af79-90aaf9ba715b']],7c62e7f7-1289-4c85-aca6-741feaea43ad,"간편 항암세기조절방사선치료특약(무배당, 갱신형)의 상품명은 무엇인가?","['항암세기조절방사선치료특약(무배당, 갱신형).']"
[['2249870c-653e-485b-abff-b28ead581777']],05b4ed52-81f4-4921-9188-2a1a0df4e159,보험금은 어떤 경우에 지급되는가?,"['주피터보상보험 상품의 경우, 질병, 질병입원, 외과입원, 특정질병, 90일이상 입원 등의 사례에서 보험금이 지급됩니다.']"
[['f5db9fa9-a44c-4c7f-9b51-8811edefccd5']],37baf283-5c99-4d3e-bdbe-3e80316abf19,"신한생명의 (간편)암주요치료특약(무배당, 갱신형) 상품에는 몇 가지 종류가 있는가?",['총 8가지 종류가 있습니다.']
[['bfe9da37-a56f-4e38-9682-fbdd080d463c']],1ae160e4-9171-46bf-9a10-6a7b7e09ed2c,암보험의 암이란 어떤 종류의 암을 말하는 것인가?,"['「기타피부암, 갑상선암, 대장점막내암 및 비침습방광암」을 제외한 암을 말합니다.']"
[['793791ad-997b-41ff-8f24-9f799296dee9']],ae2160a2-0ab5-41b1-aee0-360e97b124ad,계약자나 피보험자가 계약일부터 3개월 이내에 어떤 보험에 청약할 수 있는 기회를 제공하는가?,"['""비교용 일반심사보험""에 청약할 수 있는 기회를 제공한다.']"
[['992fa77b-4481-4593-9907-65a199a4abeb']],b7e96ce6-ea64-4ea0-94f8-fb9f197df359,간편 중증질환자 심장질환 산정특례대상보장특약의 특약보험가입금액의 얼마를 지급받을 수 있는가?,['특약보험가입금액의 100%를 지급받을 수 있다.']
[['fd4d4390-2e99-48db-a9ed-fa73b668e032']],abf7c84c-c082-4e88-a95b-17d56e60e495,특약보험기간 중 피보험자가 암 또는 갑상선암으로 최초 진단확정되고 주요치료를 받을 때 보험금을 지급하는 기간은 최대 몇 년인가?,"['보험금을 지급하는 기간은 최대 5년이며, 연간 최대 1회에 주요치료를 합하여 총 최대 5회까지 지급됩니다.']"
[['1028200b-7009-4a02-9879-00cd1d8fec32']],f10d15fc-af16-4f6d-8ce7-6ecd37890fa3,이 특약의 보험금 지급사유가 더 이상 발생할 경우에는 어떤 경우에 특약이 해지 무효 취소 또는 철회될 수 있는가?,"['주) 1. 특약의 피보험자가 특약보험기간 중 사망한 경우 또는 주계약이 해지, 무효, 취소 또는 철회된 경우.']"
[['ec931271-137b-409f-b933-4061b3c055a8']],6173366b-65a7-4dc3-bf42-3c1c95ccc479,이 상품의 “해약환급금 미지급형”이 무엇인가요?,['이 상품은 해약 시에 환급금을 지급하지 않는 형태의 상품입니다.']
[['6dc784b0-0e54-410d-a5a7-7fe549897788']],e4a241ce-9f90-49e0-b0e0-02c28dc20171,이 특약의 피보험자가 특약보험기간 중 사망한 경우에는 어떤 금액을 계약자에게 지급하나요?,['사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['aa43c365-0549-4b4e-992b-76d2afe32c7b']],92d87b56-805d-4ab9-8ea7-2cdeed2c129f,입원급여금의 지급일수는 1회 입원당 최고한도로 몇 일로 되어 있는가?,['180일.']
[['1cdd92d3-959a-441a-9569-b22630793c9c']],b1a4ad9a-cf26-41a9-af91-83afce181600,"추가 간편심사보험에 가입하기를 원하는 경우, 회사가 어떤 보험에 대해서 안내를 해주는가?",['비교용 일반심사보험을 가입하도록 안내한다.']
[['36377ce2-28bd-4f26-8350-537d90af6cb2']],aad42bbd-7a4d-4b19-ac95-a95fb6ceff75,"실리콘다이아몬드종합보험(무배당, 원수리금변액형)의 체결 대상자에 대한 제한은 무엇인가?","['신체치료시일을 경과한 장애부분 치료, 신체장해 보장은 제외됩니다.']"
[['9b9e87a3-5d70-4ff8-be6b-3d074b2b9f1b']],88d45ce9-77f9-416b-a055-6bfaf329335d,만 15세 미만자나 이미 계약나이에 도달한 경우에는 계약이 유효한 것으로 볼 수 있는지요?,"['아닙니다, 만 15세 미만자나 이미 계약나이에 도달한 경우에는 유효한 계약으로 인정되지 않습니다.']"
[['c22ee731-7681-4f5e-869b-f457e96dc13c']],79c59680-b678-4947-acd8-684efa3def55,"""제자리 보장개시일 특약보험기간 중 특약보험기간 제자리 이후에 피보험자가 암 암"" 또는 ""경계성종양""의 직접적인 치료를 목적으로 항""항 경계성종양 의 직접적인 목적으로 치료를 또는 다만 ""제자리암"", ""경계성종 경계성종 때 (다만, 암약물치료 를 받았을 때 암약물치료""를 제자리암 받았을 양 양"" 각각 최초 1회에 한함 한함) 최초 회에 각각""에 대한 내용은 무엇인가요?",['중 피보험자가 보장개시일 이후에 특약보험기간 동안 암 암 또는 경계성종양의 직접적인 치료를 받았을 때 각각 최초 1회에 한하여 해당하는 특약 내용입니다.']
[['2721b5b5-b78d-46df-84eb-8cea4b4a22d9']],b445a257-1244-4d24-aead-1fe99acf7394,건강검진을 받고 나서 최근 3개월 이내에 의사로부터 진찰 또는 검사를 받은 적이 있는지 확인해야 하는가?,"['네, 건강검진을 받은 후 최근 3개월 이내에 의사로부터 진찰 또는 검사를 받은 적이 있는지 확인해야 합니다.']"
[['4d4866e1-544d-496c-a2d0-6a1ca3cbcbf4']],fa3dde67-280d-442d-a77a-69c47d8edd94,종합병원 암주요치료지원금의 반환을 청구할 수 있는 경우는 어떤 경우인가?,['암주요치료지원금이 종합병원 암주요치료지원금보다 감소한 경우에 가능합니다.']
[['e914d50a-d43c-4d4e-8962-cfd60c8210d4']],e03478d2-56cf-4c91-8e2d-79c415a31ecb,신한간편가입큐브종합건강보장보험은 어떤 보험종목인가요?,"['일반형, 신한큐브종합건강보장보험(무배당).']"
[['d3f4a11b-eeab-4866-a097-dee508eef295']],78bbd74d-8005-4095-8cb8-0f5a0d6cf054,이 특약의 보험금이 더 이상 지급될 수 없는 경우에 해당하는 상황은 무엇인가요?,"['특약의 피보험자가 특약보험기간 중 사망하지 않은 경우, 주계약이 해지, 무효, 취소 또는 철회된 경우.']"
[['f4a7fafd-314f-4811-9ea0-6534a82a6ca2']],dead97e9-4e62-47d3-a66d-0c4e1f06cd15,최초처방일자를 기준으로 하는 약물이 변경(추가 또는 삭제)된 경우에는 어떤 기준으로 적용되는가?,['변경된 약물의 안전성과 유효성 인정 범위가 최초로 도래하는 처방일자를 기준으로 적용된다.']
[['15398a63-68a9-447e-a5de-48c924d600e0']],af858dd4-3fbf-43b4-9a6b-df1679df1c48,피보험자 사망시 계약자적립액 미지급형 상품에 대해서 어떠한 확인 사항이 필수적으로 필요한가요?,['피보험자 사망시 계약자적립액 미지급형 상품에 대한 필수적인 확인 사항은 계약자적립액 미지급 여부입니다.']
[['8473bd68-e8d2-49e3-bad8-699956f14766']],d5d47022-6b0e-4907-a80c-586ee6900664,"간편 1-5종수술특약(무배당, 갱신형) 상품의 특이한 점은 무엇인가?",['종수술특약 무배당 갱신형) 보장 내용이 있습니다.']
[['a1ed94d4-1470-4b9a-97c2-650c04ff385c']],9316d9c2-77e1-47e9-ba7a-fc24a8a3d32d,암입원급여금이 지급되지 않는 경우는 언제인가?,['암입원급여금은 인한 요양병원으로 인한 경우에는 지급되지 않습니다.']
[['0899b7ec-d550-47a6-9617-f9ff5d7e9cad']],0d2cc288-d259-4a9b-938e-2366c0445472,'연간 암 주요치료비 본인부담금 총액'이 1억원 이상 발생했을 때의 보험가입금액은 얼마인가요?,"['특약보험가입금액의 1,000%.']"
[['f557e45b-b653-4dce-8c1d-ddb646821ef1']],24b8c905-f73e-49b0-8823-ab7f13fafd4e,"특약의 ""암""이란 무엇을 말하는가?","['""기타피부암, 갑상선암, 대장점막내암, 및 비침습방광암""을 제외한 ""암""을 말합니다.']"
[['40847d4e-60d9-47d7-82ed-1ee483dc0cd0']],5aaffd9c-9fb6-4d5e-9b0d-1b2ca98cc0e0,"(간편)첫날부터중환자실입원특약(무배당, 무배당 간편 첫날부터중환자실입원특약 해약환급금 미지급형)의 보험종목의 명칭은 무엇인가?",['(간편)첫날부터중환자실입원특약.']
[['2c05560d-ee05-4026-9df6-ea4285a7ad26']],a0c4b4c3-2822-48fa-8725-f41b9c17a265,"""해약환급금 미지급형"" 상품은 어떤 특약의 경우 해약환급금이 없는 대신 낮은 보험료로 동일한 보장을 받을 수 있도록 한 것인가?","['이 상품의 주계약 및 비갱신형 특약(일부 특약 제외)은 ""해약환급금 미지급형""이며, 이 경우 일반형보다 낮은 보험료로 동일한 보장을 받을 수 있도록 합니다.']"
[['efe5814a-adee-4f50-aff7-2f20aa84b1fa']],fc2492ee-5c53-4293-979e-9c58f379cc04,갱신형 특약의 보험료는 어떻게 단위로 갱신되는가?,['년 또는 20년 단위로 갱신됩니다.']
[['cb896934-a64c-44c0-8cf4-7a4c06ac3cfd']],08013cc2-33de-4fba-9ea3-1d4bfe549e73,간편심사보험과 일반심사보험의 차이점은 무엇인가요?,['간편심사보험은 유병력자나 고연령자 등을 대상으로 하며 일반심사보험은 표준체에 해당하는 피보험자를 대상으로 합니다.']
[['b24546a2-d866-444b-880c-b28b20a06059']],5e8ca373-c6b1-4784-85e6-921d0ad378ca,보험료 산출시 적용한 위험률이란 무엇인가요?,['보험료 산출시 적용한 위험률은 보험료를 산출할 때 고려하는 위험률을 말합니다.']
[['a30d436c-194d-4fc4-a6fa-b203c4b9b7b0']],51b414eb-443f-4930-9ca7-14d43cb4e885,특약보험기간 중 피보험자가 사망한 경우에는 어떤 조치가 취해지나요?,['회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['62af2541-d346-4afa-9e3a-c4f4e66f5fbd']],48d131c1-3ea2-4dba-ae2b-db401f46015c,"(간편)대상포진·통풍진단특약(무배당, 간편 종단일금액보장수술특약 무배당 해약환급금 미지급형) 미지급형 (선택특약) 선택특약 상품의 특징은 무엇인가?","['대상포진·통풍진단특약과 종단일금액보장수술특약이 무배당으로 되어 있고, 해약환급금은 미지급형으로 제공되며 선택특약이 가능합니다.']"
[['f583b088-cf34-4db4-99ff-210ef52f0b97']],29115b55-cf82-455a-a293-b84e2375d021,납입보험료 누계액을 계산할 때 어떤 방법으로 버림되고 몇 번째 자리까지 계산되는가?,['납입보험료 누계액은 버림하고 소수점 3번째 자리까지 계산됩니다.']
[['6c3ec657-1ed7-477c-923d-a610e7b575f9']],cb81d471-7462-48f8-a3ce-3afaf76283c6,미만 계약일부터 2년이 되는 시점의 계약해당일의 전날까지 전날까지 년이 2년 미만인 경우에 어떤 혜택을 받을 수 있나요?,['해당 보험상품의 혜택이 2년 미만인 경우에는 무엇인가.']
[['39e519ea-b257-47eb-8826-ddd32fb53cd3']],8995b4b9-348e-4769-a30f-28ce3840ae4e,특약보험료 납입기간 중 어느 경우에 특약의 차회 이후 보험료 납입을 면제하게 되는가?,['주계약의 보험료 납입이 면제되었을 경우.']
[['3195bf24-ed55-4c51-a844-974423a46380']],c8c51f20-2c7f-4853-b9de-c7469cacdb9c,보험가격지수는 어떻게 계산되는가?,"['보험료총액과 평균사업비 총액을 합한 금액으로 나눈 비율을 ""보험가격지수""라고 합니다.']"
[['9c41e019-c60c-4b82-b012-19b61acbfbd9']],f0807a72-d3aa-432b-9263-83ea6beb0bea,간편 혈전용해치료특약 무배당 갱신형의 보험종류는 무엇인가?,['간편 혈전용해치료특약.']
[['092be7f4-d030-46a4-bffe-4c27b58c2dd1']],1cb97aeb-5e0d-4546-88d7-06ec5f666f38,사망보험금이 지급되는 경우는 어떠한 경우에 해당되는가?,['계약자가 고의로 피보험자를 해친 경우.']
[['8fc3f53d-a53c-4001-9101-dde7c59e752b']],473c9850-44fe-42c1-9bcd-b8751aa0e606,보험료납입면제대상계약의 대상계약의 월보험료가 변경된 경우에는 어떤 내용이 함께 변경되는가?,['전 할인 보험료와 보험가입금액도 변경됩니다.']
[['eed98a72-2789-4141-bc5c-e168d4c4ee87']],6051b73e-7083-44a7-96ec-a14e297394a2,"""기타피부암 및 갑상선암 보험금 지급기간""의 의미는 무엇인가?",['「기타피부암 또는 갑상선암」 최초 진단확정일로부터의 보험금 지급기간을 의미합니다.']
[['603f68f6-1e63-46c0-a000-f9b2ec1c0f57']],8878ed0a-65f8-4f7c-9bab-4d7a9d1c73a0,간병인사용입원 요양병원 보장계약에서는 어떤 경우에 본인부담금이 면제되는가?,['요양급여비 지급시 간병인 사용입원 중 본인부담금 면제.']
[['919e0d6b-75ce-4ca4-8c50-9835ee923255']],ca23e68d-a5c0-4135-b031-f213153e1184,특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 어떤 혜택이 지급되지 않는가?,"['계약자적립액 등을 지급하지 않고, 소멸하는 경우에는 특약보험기간 중 피보험자의 사망으로 인한 혜택이 지급되지 않습니다.']"
[['8ad926e3-f371-4069-9de5-b4bac16136a0']],5fdbfcd6-7b94-4880-a5c4-9bcd54b727fd,"""암"" 보험상품의 대상 질병에는 어떤 것들이 포함되는가?","['""대장점막내암"", ""비침습방광암"", ""기타피부암"", ""갑상선암""이 포함됩니다.']"
[['6c4d5b34-23d4-4b94-a66f-d4451ca4500b']],e9540db5-4755-4d24-a73b-e21f96f1bbf4,"특약보험기간 중 피보험자가 사망한 경우, 회사가 적립한 사망당시의 계약자적립액을 계약자에게 어떻게 지급하나요?",['산출방법서에 따라 회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['1da93a2b-48b3-43b6-8d74-3934959ecc10']],04cbd26c-372e-40e9-a42a-f6472f80c5c1,여성유방암 진단급여금의 지급사유는 무엇인가?,['중 피보험자가 암보장개시일 이후에 여성유방암으로 진단확정 되었을 때.']
[['084f71da-2ee5-48d8-86a0-dba3530ce7ec']],2e7c336c-0d7d-4cd5-b878-857f9493ac36,사망당시의 계약자적립액을 계약자에게 지급하는 시점은 언제인가요?,['사망당시의 계약자적립액을 계약자에게 다음 날로 지급합니다.']
[['f32930c9-8cb2-479d-adf6-de5492553bd9']],77695534-8afd-4504-93ba-cec9303261ea,여성유방암 및 전립선암 이외의 암 진단확정시 암생활비보장급여금이 지급되는 날짜는 어떻게 정해지나요?,['해당월의 지급해당일 또는 해당월의 말일을 암생활비보장급여금 지급해당일로 봅니다.']
[['1b73a719-4d74-41ac-8278-10b52be7c7ce']],85fc01fd-0377-4a8a-ba8d-e564f3158bf0,"특약보험기간 중 피보험자가 ""특정순환계질환(3종)""으로 특약보험기간 되었을 때 진단확정에 해당하는 특약보험의 가입금액은 얼마인가요?",['특약보험가입금액의 300%.']
[['55f8721f-0109-4181-8a83-0eb5ecfc7647']],ff041ae0-7e50-4309-a82e-939b7d01bab5,"신한생명의 (간편)1-5종수술특약(무배당, 해약환급금 미지급형)의 번호는 몇 번인가?",['545.']
[['21d3f4d7-f73a-4a2b-9ec7-a3864d4201f9']],35d4c7db-f793-4bfa-811a-85d923ae4afe,"보험상품의 가입나이, 가입한도 등과 같은 관련 사항은 어떤 기준에 따라 제한될 수 있는가?","['회사가 별도로 정한 기준에 따라 제한될 수 있다. 종류에는 보험기간, 가입나이, 피보험자 수, 보험료, 가입한도 등이 포함된다.']"
[['c5df9866-a2c8-4f19-a82c-01f31fbc138e']],f61ca183-6b14-4732-b9af-5fae71b8223d,미만 보험상품의 계약일로부터 1년이 되는 시점은 어떻게 정해지나요?,['최초계약의 계약일부터 1년이 되는 시점은 계약해당일의 전날까지입니다.']
[['b7915f17-569b-4fee-ab1e-75d64fd781ca']],81c2477a-8f9d-4343-9b97-057b82c9920a,특약보험기간 중 피보험자가 사망했을 경우 회사가 적립한 사망당시의 계약자적립액을 어떻게 지급하나요?,['산출방법서에서 정하는 바에 따라 계약자에게 지급합니다.']
[['b73d1344-eb0c-40cb-ba06-6c75c9693264']],7887776e-e726-4610-8e99-f38e33a1a800,신한생명 1330 상품은 어떤 내용을 가지고 있는가?,"['(간편)항암세기조절방사선치료특약(무배당, 갱신형).']"
[['25e8401d-0820-4933-93e5-06322ac76c49']],193a7989-6b36-482c-b182-5b6c4bbbd141,"보험금 지급사유의 ""질병""은 무엇을 의미하는가?",['원인을 이외의 동일한 재해를 말합니다.']
[['2aa7433c-2e02-4f79-8e45-993b91ba48f3']],935cd83d-6766-47b1-ae59-9801b83ffd45,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)은 어떤 종류의 보험인가요?","['무배당, 해약환급금 미지급형의 종합건강보장보험입니다.']"
[['b0053f50-e108-49d2-9b8a-8268e840684c']],1194f362-d462-424e-bc06-943095743310,"이 특약의 ""암""은 어떤 종류의 질병을 제외한 것을 말하는가?","['""기타피부암, 갑상선암, 대장점막내암, 비침습방광암""을 제외한 암을 말합니다.']"
[['22f1e7c8-be73-4037-bb40-3353a74ce06a']],94bb532f-8ece-480b-ae9c-3df61033828f,사후 사망보험금 신속지급특약 1456은 어떤 보험회사의 상품인가요?,['SHINHAN LIFE 1456.']
[['6fa0d927-c017-4266-9608-3ebda89f95aa']],c44f636f-c1ca-4226-a11c-2607d7315545,"갑상선암, 대장점막내암 및 비침습방광암을 제외한 ""암""이란 무엇을 의미하는가?",['「기타피부암」을 말한다.']
[['80af9eff-9d50-464f-8462-f5b13ee4d3fe']],4b6deec6-1493-4327-b699-a2919fe7fa4c,위 문장에서 언급된 특약의 피보험자가 특약보험기간 중 사망한 경우에 대한 처리 방법은 무엇인가요?,"['특약의 피보험자가 특약보험기간 중 사망하면 더 이상 효력이 없으며, 재해골절 치료급여금에서 치아의 파절(분류번호 S02.5)을 제외합니다. 파절(분류번호 S02.5)을 제외한 경우에는 계약자적립액 등을 지급하지 않습니다.']"
[['1013d5f1-1c3c-4cc5-8622-b0c1df9cf114']],26402636-2799-413b-aaf3-b64ce6039e7c,간호·간병통합서비스사용입원 보장계약의 주된 내용은 무엇인가요?,['간호나 간병통합서비스 사용입원에 대한 보장이 주된 내용입니다.']
[['5c3db761-6952-4454-b1d9-f542fbcbedae']],6b439919-af0e-465f-bb74-c57e8b96c7e6,최초계약의 계약일부터 2년 미만에 재해 이외의 원인으로 해당 보험금 지급사유가 발생할 경우 보장되는 사항은 무엇인가?,['발생한 경우 최초계약의 경우 보험금 지급이 삭감되지 않습니다.']
[['35459fee-a4e1-4396-adc2-52a42787c540']],6b289513-cd79-40dd-a030-d00b461777c3,"이 계약의 동일한 피보험자를 대상으로 ""일반심사보험""에 가입할 경우 몇 개월 이내에 이를 적용하지 않는 것인가?",['계약자 또는 피보험자가 계약일부터 3개월 이내에 접수한 보험금 청구서류를 가입한 경우에는 이를 적용하지 않습니다.']
[['f0697342-7e1a-4e14-a20d-313071d8a57e']],e9ae5821-0599-41f2-b0a9-ed653e8e9100,특약보험가입금액의 얼마의 비율을 입원일수 1일당 보장해주는가?,['특약보험가입금액의 1%를 입원일수 1일당 보장해준다.']
[['f87cea26-91b8-45ec-88f0-518eca71d97e']],0f7dd678-c1e8-4caf-96c8-5e3acaeed212,"(간편)급여6대질병진단검사지원특약(무배당, 갱신형)의 상품코드는 무엇인가?",['645']
[['2c94f764-5f13-4419-89f4-8b013831ddc1']],017578bc-0e32-455f-8c22-a5477664b23c,어떤 종류의 암이 이 특약에서 제외되지 않는 것인가?,"['「기타피부암, 대장점막내암 및 비침습방광암」이 이 특약에서 제외되지 않습니다.']"
[['29e15584-1aeb-4e6c-afe7-714f5246507c']],6d0b178f-66ce-4fc9-886c-83973933915e,스페셜케어서비스는 어떤 서비스를 포함하고 있는가?,"['간호사 병원 동반 교육, 질병관리, 간병인 지원 등을 포함하고 있다.']"
[['7a5b8f18-2160-46c0-9e98-121018601705']],9f8bf12f-44c2-4628-a257-5fc85675921f,암특약의 대상이 되는 암 종류 중에서 대장점막내암과 비침습방광암을 제외한 암은 무엇인가?,"['기타피부암, 갑상선암.']"
[['f2b55e1a-f774-429f-9c06-6255c5fa2c06']],8feb1270-c154-4e3a-9001-d5cafd940eee,최초계약의 계약일부터 1년이 되는 시점의 계약해당일의 전날까지 전날까지에 대한 설명이 무엇인가?,['최초계약의 년이 되는 시점의 계약해당일의 미만.']
[['e4d78876-357c-4f8f-9878-cf03a0039388']],dd78576a-6485-48b1-bb20-ed1dc2f48ef8,"특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우, 특약은 어떻게 처리되나요?","['해당 특약은 그때부터 효력이 없어지며, 단, 특별한 경우에는 피보험자가 사망한 경우에는 산출방법서에서 정하는 바에 따라 계약자적립액을 지급합니다.']"
[['a9d22294-09c8-4e5c-a79f-6492d3b5d0fa']],37096f08-7b3c-4b21-a69d-f728230dd2cc,언제 이 특약의 보험금 지급사유가 더 이상 발생하지 않게 되는가?,['「주계약이 해지 무효 취소 또는 철회된 경우」 때부터 효력이 없어지게 됩니다.']
[['d0790736-3896-4fa4-beb2-af571af474a7']],3c356e8a-886a-4b86-a030-3fc1a57206ef,간편 항암방사선치료특약의 유형은 무엇인가?,['갱신형 + (간편)항암방사선치료특약(무배당).']
[['66b9059a-db82-463b-b3f1-595e466e18f2']],0e8fa7b7-08f9-4e9a-91f5-e0f56fc6ab73,어떤 경우에 계약자적립액을 계약자에게 지급하나요?,['계약일부터 다음 날을 포함하여 90일이 지난날의 경우에 계약자적립액을 계약자에게 지급합니다.']
[['3a2bc547-797f-4820-900e-1ca9300cc16f']],f8d14438-d7ee-4168-b82c-0da11e77edec,"간편 일한도형 첫날부터입원특약(무배당, 해약환급금 미지급형)의 해약환급금은 어떤 형태로 이루어지는가?",['간편 일한도형 첫날부터입원특약(무배당)의 해약환급금은 미지급형으로 이루어집니다.']
[['5448d695-32bb-4e89-b4d1-86c3f9360412']],e346de06-a1b5-44bf-bdd2-50fbf73c9d2a,"보험계약자가 계약일부터 1년이 되는 시점의 계약해당일의 전날까지 보험금 청구를 할 경우, 어떤 보험금 지급 방식을 받게 되는가?",['년 미만 계약일부터 1년이 되는 시점의 계약해당일의 전날까지 보험금은 ※ 1년 미만 최초계약의 계약해당일의 년이 되는 계약일부터 시점의 주) 주로 지급된다.']
[['01822a8f-a83c-46a6-aebb-cdc227d5c478']],c353e036-8d96-44a9-bcb9-116a43b83638,부활 효력회복을 승낙한 때에 계약자는 어떤 금액을 납입하여야 하는가?,['부활 효력회복을 승낙한 때에 계약자는 연체된 보험료에 정한 연체이율로 계산한 금액을 더하여 납입하여야 한다.']
[['8a80354d-5c7f-41eb-ad84-5340848f578c']],0e9e7a19-ad2d-481b-849d-76971a3b7107,"자녀를 말합 말합또는⑵ “⑴”에서가족관계등록부상주민등록부상배우자,또는「 계약자⑵함은피보험자”의부모,가족」이라자녀를니다니다.⑶ 계약자는 어떤 서류를 회사에 제출해야 합니까?",['가족관계증명서 또는 주민등록등본 등 가족관계를 확인할 수 있는 서류를 제출해야 합니다.']
[['fe2c38cb-6045-4297-9508-79d3e3871fc9']],863bd44c-292e-4dd3-989c-b21f7c739021,"""특정순환계질환(3종)""에 대해 어떤 경우에 진단확정이 되면 진단급여금을 받을 수 있는가?",['특약보험기간 중 피보험자가 해당 질환으로 진단확정 되었을 때에 한해 진단급여금을 받을 수 있습니다.']
[['fa61cf46-c865-4a94-8651-133b4aa54679']],a26335b4-50b8-4f67-a55f-0ebb6db560f3,"보험상품 계약일부터 1년이 되는 시점 전날까지 보험에 가입되는 경우, 해당 보험상품은 어떤 종류의 보험 상품인가요?",['해당 보험상품은 1년 미만 보험 상품에 해당합니다.']
[['ce4eab9b-3aa3-40e8-83eb-a98039bce5cc']],69cb346b-f22d-40c1-bc5c-dec4364719c1,신한큐브종합건강보장보험의 사망보험금은 어떤 경우에 지급되는가?,['사망보험금은 2년 이내의 계약일로부터 발생한 사고로 인한 사망일 때 지급됩니다.']
[['5eb07281-a5e3-4809-b895-95e5cb31c9f2']],43a307dd-652d-4c3f-9431-8797ed9e995b,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 보험금 지급 방식은 어떻게 되는가?",['계약자적립액을 계약자에게 지급합니다.']
[['9c277009-c8f6-42c0-8683-ecd2051bcefd']],d42cf13f-94cf-40ad-8dd6-4b13d81b1ad7,"최고한도일을 어떻게 계산하고, 그 기간 동안 어떠한 질병 또는 재해를 말하는지 설명해 주세요.","['최고한도일은 최고한도를 기준으로 180일을 산정하며, 해당 기간 동안에는 재해분류표에서 정하는 질병 또는 재해를 말합니다.']"
[['9c89b4be-4015-4068-89e3-ff4050101331']],0cda88fc-0891-469c-882d-a88308829e4c,신한간편가입큐브종합건강보장보험의 해약환급금은 어떻게 계산되는가?,['해약환급금은 납입보험료 누계액에 일반형의 해약환급률을 곱한 값으로 계산됩니다.']
[['16d01c75-cda7-4e2a-8f16-a7e706238772']],2cac22f1-4047-429c-9f13-eddf3feb6d01,제5조 보험금 등을 지급하지 않는 사유에는 어떤 내용이 포함되어 있나요?,"['보험금 등을 지급하지 않는 사유에는 사실과 다른 사항을 기재하거나 처음부터 없었거나 허위의 사실로 나타내는 경우, 중대한 과실 또는 고의로 발생한 경우 등이 포함됩니다.']"
[['418bcb45-d92c-460c-8d55-45840e31618d']],1e6afea1-4805-45cf-b882-76feb8239ba9,보험보장이 종료되는 경우에 대한 내용은 무엇인가?,['특약보험기간 중 피보험자의 사망으로 특약이 소멸하는 경우 계약자적립액 등을 지급하지 않습니다.']
[['d9131cc9-a0c0-4684-bec3-d7ece3813bde']],6f02ddc9-b291-4a5c-a6e1-1d04bcc94fd7,어떤 암 종류가 특약의 대상이 아닌가요?,"['대장점막내암, 갑상선암, 암은 비침습방광암, 그리고 기타피부암.']"
[['4068f9c1-7ea6-47ae-8c20-21d55efe4e60']],739e69ee-a19e-47b2-b446-65c8a85879e2,"신한 단기률 일반종저축보험(유지수준형, 3년, 5년 납입 형태)은 어떤 형태의 종점유지를 할 수 있나요?",['종점유지형.']
[['f88e2616-dc12-492c-b6fc-ed9801f18ed6']],f5f97c87-ec14-4484-bca4-a73d75b68506,[기타피부암 및 갑상선암 주요치료 보장계약]에서 보장되는 질병은 무엇인가?,['기타피부암 및 갑상선암.']
[['0231f844-afe9-4c1f-816e-0fac7eee8b79']],4f518727-c8ee-4198-bc47-4796d511e676,이암 및 기타피부암 특약의 갑상선암과 비침습방광암을 포함한 입원 일수의 최고한도는 얼마인가요?,['90일을 최고한도로 합니다.']
[['25554351-d592-4ada-afb4-b4813491dd63']],c875c551-9348-46d5-837b-5386ae9f16bd,간편 기본 일반암진단특약의 특약기간 동안 사망으로 지급되는 경우는 어떤 경우인가?,['피보험자의 경우 정해진 특약기간 내에 사망할 경우에 지급된다.']
[['0778292d-9631-4788-b34f-92ff1bb74537']],c774ab4d-edae-490b-bb31-484bcae590d1,특약보험기간 중 피보험자가 사망한 경우에는 어떤 방식으로 계약자에게 지급되는가?,['회사가 적립한 사망당시의 계약자적립액을 계약자에게 지급합니다.']
[['a534e6f8-352b-4406-abc5-1011dd8fa12e']],b072dd46-f787-4e90-8716-533e3f98d709,보험료납입면제사유가 발생했을 때 어떤 경우에는 특약이 철회되거나 무효가 되는가?,['특약의 피보험자가 중 사망하거나 주계약이 발생하거나 보험료납입면제사유 이외의 경우에 철회되거나 무효가 됩니다.']
